dataset_type,primary_id,asset_id,hostname,device_type,department,location,operating_system,ip_address,mac_address,vlan,criticality,edr_installed,patch_level_days,owner_email,server_id,role,environment,os,cpu_cores,memory_gb,storage_tb,backup_enabled,network_id,vendor,firmware_version,management_ip,redundant_pair,status,control_id,control_type,platform,coverage_percent,owner_team,last_review_date,compliance_mapping,link_id,source_node,destination_node,link_type,bandwidth_mbps,latency_ms,encrypted,monitoring_enabled
devices,AST-1212,AST-1212,LEG-LAP-212,Laptop,Legal,Branch-Sousse,Ubuntu 24.04,10.39.158.52,5A:A5:1E:0B:4B:48,20.0,Low,Yes,4.0,user212@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1213,AST-1213,SUP-VOI-213,VoIP Phone,Support,Branch-Sfax,Ubuntu 24.04,10.22.151.26,A5:45:50:DF:F9:A2,30.0,Low,Yes,14.0,user213@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1214,AST-1214,EXE-LAP-214,Laptop,Executive,HQ-Tunis,Windows 11,10.33.177.76,00:C8:10:5D:A2:71,20.0,High,Yes,31.0,user214@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1215,AST-1215,FIN-DES-215,Desktop,Finance,Branch-Sousse,Windows 11,10.17.89.252,2D:AB:E4:05:87:6B,30.0,Low,Yes,22.0,user215@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1216,AST-1216,SAL-DES-216,Desktop,Sales,HQ-Tunis,Ubuntu 24.04,10.11.99.113,55:D3:FC:C1:B3:C0,60.0,Low,No,36.0,user216@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1217,AST-1217,MAR-LAP-217,Laptop,Marketing,HQ-Tunis,Windows 11,10.35.217.9,A3:85:35:25:AF:57,30.0,Medium,Yes,4.0,user217@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1218,AST-1218,LEG-LAP-218,Laptop,Legal,HQ-Tunis,Windows 11,10.29.229.124,DC:54:DE:50:1B:33,60.0,Medium,Yes,12.0,user218@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1219,AST-1219,OPE-LAP-219,Laptop,Operations,Branch-Sfax,macOS Sonoma,10.39.187.139,90:98:79:31:19:C9,30.0,High,No,9.0,user219@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devices,AST-1220,AST-1220,ENG-LAP-220,Laptop,Engineering,Branch-Sousse,macOS Sonoma,10.12.76.211,F5:66:31:0D:69:57,60.0,High,Yes,5.0,user220@corp-example.local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
servers,SRV-001,,SRV-BACKUP-01,,,,,172.16.13.121,,,Critical,,,,SRV-001,Backup,Production,Ubuntu Server 24.04,32.0,64.0,1.0,No,,,,,,,,,,,,,,,,,,,,,
servers,SRV-002,,SRV-DHCP-02,,,,,172.16.12.48,,,Critical,,,,SRV-002,DHCP,Staging,Ubuntu Server 24.04,32.0,16.0,4.0,Yes,,,,,,,,,,,,,,,,,,,,,
servers,SRV-003,,SRV-ERP-03,,,,,172.16.19.16,,,Critical,,,,SRV-003,ERP,Production,Ubuntu Server 24.04,8.0,16.0,1.0,No,,,,,,,,,,,,,,,,,,,,,
servers,SRV-004,,SRV-SIEM-04,,,,,172.16.8.142,,,Critical,,,,SRV-004,SIEM,Staging,VMware ESXi 8,4.0,128.0,8.0,No,,,,,,,,,,,,,,,,,,,,,
servers,SRV-005,,SRV-WEBAPP-05,,,,,172.16.10.21,,,Critical,,,,SRV-005,Web App,Production,Ubuntu Server 24.04,32.0,16.0,2.0,Yes,,,,,,,,,,,,,,,,,,,,,
servers,SRV-006,,SRV-DHCP-06,,,,,172.16.7.33,,,Critical,,,,SRV-006,DHCP,Production,Windows Server 2022,4.0,128.0,1.0,No,,,,,,,,,,,,,,,,,,,,,
servers,SRV-007,,SRV-FILESERVER-07,,,,,172.16.20.67,,,Critical,,,,SRV-007,File Server,Development,Windows Server 2022,16.0,16.0,1.0,Yes,,,,,,,,,,,,,,,,,,,,,
servers,SRV-008,,SRV-SIEM-08,,,,,172.16.17.118,,,High,,,,SRV-008,SIEM,Staging,Ubuntu Server 24.04,4.0,128.0,1.0,Yes,,,,,,,,,,,,,,,,,,,,,
servers,SRV-009,,SRV-DHCP-09,,,,,172.16.19.195,,,Critical,,,,SRV-009,DHCP,Development,VMware ESXi 8,4.0,16.0,1.0,Yes,,,,,,,,,,,,,,,,,,,,,
servers,SRV-010,,SRV-EMAIL-10,,,,,172.16.16.147,,,Critical,,,,SRV-010,Email,Staging,Ubuntu Server 24.04,32.0,16.0,2.0,Yes,,,,,,,,,,,,,,,,,,,,,
servers,SRV-011,,SRV-DHCP-11,,,,,172.16.13.10,,,Critical,,,,SRV-011,DHCP,Development,VMware ESXi 8,32.0,64.0,2.0,Yes,,,,,,,,,,,,,,,,,,,,,
servers,SRV-012,,SRV-ERP-12,,,,,172.16.11.210,,,High,,,,SRV-012,ERP,Staging,Windows Server 2022,16.0,64.0,4.0,Yes,,,,,,,,,,,,,,,,,,,,,
servers,SRV-013,,SRV-FILESERVER-13,,,,,172.16.15.199,,,High,,,,SRV-013,File Server,Production,Ubuntu Server 24.04,16.0,64.0,8.0,No,,,,,,,,,,,,,,,,,,,,,
servers,SRV-014,,SRV-FILESERVER-14,,,,,172.16.14.190,,,High,,,,SRV-014,File Server,Staging,Windows Server 2022,32.0,64.0,1.0,No,,,,,,,,,,,,,,,,,,,,,
servers,SRV-015,,SRV-DNS-15,,,,,172.16.17.104,,,High,,,,SRV-015,DNS,Staging,VMware ESXi 8,8.0,16.0,2.0,Yes,,,,,,,,,,,,,,,,,,,,,
servers,SRV-016,,SRV-ACTIVEDIRECTORY-16,,,,,172.16.15.13,,,Critical,,,,SRV-016,Active Directory,Production,Windows Server 2022,16.0,32.0,4.0,Yes,,,,,,,,,,,,,,,,,,,,,
servers,SRV-017,,SRV-SIEM-17,,,,,172.16.4.175,,,Critical,,,,SRV-017,SIEM,Staging,VMware ESXi 8,4.0,32.0,4.0,Yes,,,,,,,,,,,,,,,,,,,,,
servers,SRV-018,,SRV-DHCP-18,,,,,172.16.18.90,,,High,,,,SRV-018,DHCP,Staging,VMware ESXi 8,16.0,32.0,4.0,No,,,,,,,,,,,,,,,,,,,,,
servers,SRV-019,,SRV-ERP-19,,,,,172.16.2.42,,,High,,,,SRV-019,ERP,Production,Ubuntu Server 24.04,8.0,32.0,2.0,No,,,,,,,,,,,,,,,,,,,,,
servers,SRV-020,,SRV-ERP-20,,,,,172.16.17.6,,,High,,,,SRV-020,ERP,Development,Ubuntu Server 24.04,4.0,128.0,2.0,No,,,,,,,,,,,,,,,,,,,,,
servers,SRV-021,,SRV-WEBAPP-21,,,,,172.16.9.156,,,Critical,,,,SRV-021,Web App,Production,Windows Server 2022,16.0,64.0,8.0,Yes,,,,,,,,,,,,,,,,,,,,,
servers,SRV-022,,SRV-BACKUP-22,,,,,172.16.15.78,,,Critical,,,,SRV-022,Backup,Staging,Windows Server 2022,32.0,16.0,1.0,No,,,,,,,,,,,,,,,,,,,,,
servers,SRV-023,,SRV-SIEM-23,,,,,172.16.20.73,,,Critical,,,,SRV-023,SIEM,Development,VMware ESXi 8,16.0,16.0,8.0,Yes,,,,,,,,,,,,,,,,,,,,,
servers,SRV-024,,SRV-ERP-24,,,,,172.16.9.67,,,High,,,,SRV-024,ERP,Development,Ubuntu Server 24.04,16.0,32.0,2.0,No,,,,,,,,,,,,,,,,,,,,,
servers,SRV-025,,SRV-ACTIVEDIRECTORY-25,,,,,172.16.11.175,,,Critical,,,,SRV-025,Active Directory,Development,Ubuntu Server 24.04,8.0,16.0,8.0,Yes,,,,,,,,,,,,,,,,,,,,,
servers,SRV-026,,SRV-EMAIL-26,,,,,172.16.2.150,,,Critical,,,,SRV-026,Email,Staging,Ubuntu Server 24.04,8.0,64.0,2.0,No,,,,,,,,,,,,,,,,,,,,,
servers,SRV-027,,SRV-DATABASE-27,,,,,172.16.10.217,,,Critical,,,,SRV-027,Database,Staging,VMware ESXi 8,8.0,32.0,4.0,Yes,,,,,,,,,,,,,,,,,,,,,
servers,SRV-028,,SRV-DHCP-28,,,,,172.16.18.196,,,Critical,,,,SRV-028,DHCP,Development,Ubuntu Server 24.04,8.0,64.0,1.0,Yes,,,,,,,,,,,,,,,,,,,,,
servers,SRV-029,,SRV-FILESERVER-29,,,,,172.16.14.202,,,Critical,,,,SRV-029,File Server,Development,Ubuntu Server 24.04,16.0,64.0,4.0,No,,,,,,,,,,,,,,,,,,,,,
servers,SRV-030,,SRV-BACKUP-30,,,,,172.16.2.222,,,High,,,,SRV-030,Backup,Production,Ubuntu Server 24.04,4.0,128.0,2.0,No,,,,,,,,,,,,,,,,,,,,,
network_devices,NET-001,,WIRELESS-01,Wireless Controller,,Branch-Sousse,,,,,,,,,,,,,,,,,NET-001,Ubiquiti,5.6.0,192.168.3.36,No,Operational,,,,,,,,,,,,,,,
network_devices,NET-002,,VPN-02,VPN Gateway,,Branch-Sfax,,,,,,,,,,,,,,,,,NET-002,Aruba,3.5.2,192.168.2.125,Yes,Operational,,,,,,,,,,,,,,,
network_devices,NET-003,,CORE-03,Core Router,,Branch-Sousse,,,,,,,,,,,,,,,,,NET-003,Cisco,8.4.3,192.168.3.148,No,Operational,,,,,,,,,,,,,,,
network_devices,NET-004,,FIREWALL-04,Firewall,,Datacenter-1,,,,,,,,,,,,,,,,,NET-004,Ubiquiti,7.6.6,192.168.7.248,No,Operational,,,,,,,,,,,,,,,
network_devices,NET-005,,CORE-05,Core Router,,Branch-Sousse,,,,,,,,,,,,,,,,,NET-005,Ubiquiti,4.5.0,192.168.6.194,Yes,Maintenance,,,,,,,,,,,,,,,
network_devices,NET-006,,CORE-06,Core Router,,Datacenter-1,,,,,,,,,,,,,,,,,NET-006,Fortinet,4.5.4,192.168.3.27,No,Operational,,,,,,,,,,,,,,,
network_devices,NET-007,,CORE-07,Core Router,,Branch-Sfax,,,,,,,,,,,,,,,,,NET-007,Cisco,5.4.7,192.168.9.153,No,Maintenance,,,,,,,,,,,,,,,
network_devices,NET-008,,FIREWALL-08,Firewall,,Datacenter-1,,,,,,,,,,,,,,,,,NET-008,Juniper,8.5.3,192.168.3.243,Yes,Operational,,,,,,,,,,,,,,,
network_devices,NET-009,,FIREWALL-09,Firewall,,HQ-Tunis,,,,,,,,,,,,,,,,,NET-009,Fortinet,4.0.9,192.168.9.44,No,Maintenance,,,,,,,,,,,,,,,
network_devices,NET-010,,CORE-10,Core Router,,HQ-Tunis,,,,,,,,,,,,,,,,,NET-010,Aruba,5.8.9,192.168.1.153,Yes,Maintenance,,,,,,,,,,,,,,,
network_devices,NET-011,,CORE-11,Core Router,,Branch-Sfax,,,,,,,,,,,,,,,,,NET-011,Cisco,2.6.7,192.168.7.32,No,Maintenance,,,,,,,,,,,,,,,
network_devices,NET-012,,FIREWALL-12,Firewall,,Branch-Sfax,,,,,,,,,,,,,,,,,NET-012,Fortinet,1.4.6,192.168.2.170,Yes,Operational,,,,,,,,,,,,,,,
network_devices,NET-013,,CORE-13,Core Router,,HQ-Tunis,,,,,,,,,,,,,,,,,NET-013,Ubiquiti,10.1.4,192.168.2.201,No,Operational,,,,,,,,,,,,,,,
network_devices,NET-014,,VPN-14,VPN Gateway,,Datacenter-1,,,,,,,,,,,,,,,,,NET-014,Fortinet,5.8.3,192.168.6.181,No,Operational,,,,,,,,,,,,,,,
network_devices,NET-015,,CORE-15,Core Router,,HQ-Tunis,,,,,,,,,,,,,,,,,NET-015,Ubiquiti,8.3.7,192.168.6.61,Yes,Maintenance,,,,,,,,,,,,,,,
network_devices,NET-016,,CORE-16,Core Router,,HQ-Tunis,,,,,,,,,,,,,,,,,NET-016,Cisco,10.7.2,192.168.2.200,Yes,Operational,,,,,,,,,,,,,,,
network_devices,NET-017,,FIREWALL-17,Firewall,,Branch-Sousse,,,,,,,,,,,,,,,,,NET-017,Aruba,5.4.7,192.168.1.26,Yes,Operational,,,,,,,,,,,,,,,
network_devices,NET-018,,ACCESS-18,Access Switch,,Branch-Sousse,,,,,,,,,,,,,,,,,NET-018,Juniper,7.1.1,192.168.1.3,Yes,Operational,,,,,,,,,,,,,,,
network_devices,NET-019,,ACCESS-19,Access Switch,,Branch-Sfax,,,,,,,,,,,,,,,,,NET-019,Aruba,10.4.1,192.168.6.209,Yes,Operational,,,,,,,,,,,,,,,
network_devices,NET-020,,WIRELESS-20,Wireless Controller,,Datacenter-1,,,,,,,,,,,,,,,,,NET-020,Aruba,8.4.6,192.168.8.205,Yes,Operational,,,,,,,,,,,,,,,
network_devices,NET-021,,FIREWALL-21,Firewall,,Datacenter-1,,,,,,,,,,,,,,,,,NET-021,Cisco,3.1.6,192.168.10.124,Yes,Maintenance,,,,,,,,,,,,,,,
network_devices,NET-022,,WIRELESS-22,Wireless Controller,,Datacenter-1,,,,,,,,,,,,,,,,,NET-022,Juniper,10.0.2,192.168.8.236,Yes,Operational,,,,,,,,,,,,,,,
network_devices,NET-023,,WIRELESS-23,Wireless Controller,,Branch-Sousse,,,,,,,,,,,,,,,,,NET-023,Cisco,2.4.5,192.168.1.181,No,Maintenance,,,,,,,,,,,,,,,
network_devices,NET-024,,VPN-24,VPN Gateway,,Datacenter-1,,,,,,,,,,,,,,,,,NET-024,Ubiquiti,2.6.3,192.168.8.89,Yes,Maintenance,,,,,,,,,,,,,,,
network_devices,NET-025,,VPN-25,VPN Gateway,,Datacenter-1,,,,,,,,,,,,,,,,,NET-025,Cisco,1.2.8,192.168.8.219,Yes,Operational,,,,,,,,,,,,,,,
security_controls,SEC-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEC-001,EDR,CrowdStrike Falcon,94.0,IT Operations,2026-03-08,SOC2,,,,,,,,
security_controls,SEC-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEC-002,SIEM,Splunk Enterprise,78.0,Security,2026-05-08,CIS Controls,,,,,,,,
security_controls,SEC-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEC-003,Firewall,FortiGate,82.0,Security,2026-01-15,CIS Controls,,,,,,,,
security_controls,SEC-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEC-004,Email Security,Proofpoint,95.0,Infrastructure,2026-04-03,CIS Controls,,,,,,,,
security_controls,SEC-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEC-005,MFA,Microsoft Entra MFA,84.0,IT Operations,2026-01-16,ISO27001,,,,,,,,
security_controls,SEC-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEC-006,Vulnerability Scanner,Nessus,73.0,IT Operations,2026-04-02,ISO27001,,,,,,,,
security_controls,SEC-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEC-007,Backup,Veeam,96.0,Security,2026-05-20,SOC2,,,,,,,,
security_controls,SEC-008,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEC-008,DLP,Microsoft Purview,98.0,Infrastructure,2026-05-07,CIS Controls,,,,,,,,
security_controls,SEC-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEC-009,IAM,Okta,100.0,IT Operations,2026-03-27,ISO27001,,,,,,,,
security_controls,SEC-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEC-010,MDM,Intune,96.0,Security,2026-04-11,CIS Controls,,,,,,,,
network_links,LNK-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-001,VPN-24,SRV-WEBAPP-05,Fiber,100.0,7.71,Yes,Yes
network_links,LNK-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-002,WIRELESS-22,VPN-24,VPN Tunnel,1000.0,5.7,No,No
network_links,LNK-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-003,CORE-07,CORE-03,Fiber,1000.0,1.83,No,Yes
network_links,LNK-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-004,FIREWALL-17,CORE-13,Fiber,100.0,9.34,No,Yes
network_links,LNK-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-005,SRV-WEBAPP-05,CORE-13,VPN Tunnel,1000.0,1.52,No,Yes
network_links,LNK-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-006,FIREWALL-08,SRV-WEBAPP-05,Ethernet,10000.0,6.1,Yes,Yes
network_links,LNK-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-007,WIRELESS-01,SRV-EMAIL-10,VPN Tunnel,100.0,5.76,No,No
network_links,LNK-008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-008,SRV-DHCP-06,SRV-DHCP-09,Fiber,10000.0,6.0,Yes,Yes
network_links,LNK-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-009,VPN-25,FIREWALL-21,VPN Tunnel,1000.0,4.48,Yes,Yes
network_links,LNK-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-010,SRV-BACKUP-01,WIRELESS-22,Ethernet,1000.0,8.15,Yes,Yes
network_links,LNK-011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-011,SRV-SIEM-08,WIRELESS-20,VPN Tunnel,10000.0,8.68,Yes,Yes
network_links,LNK-012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-012,VPN-14,WIRELESS-20,VPN Tunnel,1000.0,9.25,Yes,No
network_links,LNK-013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-013,FIREWALL-12,SRV-DHCP-09,VPN Tunnel,10000.0,6.55,Yes,Yes
network_links,LNK-014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-014,SRV-DHCP-06,SRV-DHCP-02,VPN Tunnel,10000.0,8.99,No,Yes
network_links,LNK-015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-015,WIRELESS-01,SRV-EMAIL-10,Fiber,100.0,4.12,Yes,No
network_links,LNK-016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-016,FIREWALL-04,VPN-14,Ethernet,100.0,9.84,No,Yes
network_links,LNK-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-017,FIREWALL-04,WIRELESS-20,Fiber,10000.0,0.81,No,Yes
network_links,LNK-018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-018,CORE-15,SRV-BACKUP-01,Fiber,10000.0,7.95,No,No
network_links,LNK-019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-019,FIREWALL-04,SRV-BACKUP-01,Ethernet,1000.0,9.59,No,No
network_links,LNK-020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-020,FIREWALL-04,WIRELESS-01,VPN Tunnel,1000.0,2.43,No,Yes
network_links,LNK-021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-021,VPN-24,CORE-13,VPN Tunnel,100.0,3.29,Yes,No
network_links,LNK-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-022,CORE-05,CORE-13,Fiber,10000.0,5.38,No,Yes
network_links,LNK-023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-023,SRV-ERP-03,ACCESS-18,VPN Tunnel,1000.0,1.74,No,Yes
network_links,LNK-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-024,WIRELESS-22,SRV-DHCP-06,VPN Tunnel,100.0,0.88,No,No
network_links,LNK-025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-025,FIREWALL-04,FIREWALL-21,Ethernet,10000.0,5.73,Yes,No
network_links,LNK-026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-026,FIREWALL-21,SRV-EMAIL-10,Fiber,100.0,5.45,Yes,Yes
network_links,LNK-027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-027,SRV-EMAIL-10,SRV-BACKUP-01,Fiber,1000.0,2.6,Yes,No
network_links,LNK-028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-028,WIRELESS-22,WIRELESS-23,Ethernet,1000.0,2.58,No,No
network_links,LNK-029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-029,WIRELESS-01,FIREWALL-09,VPN Tunnel,1000.0,4.73,Yes,Yes
network_links,LNK-030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-030,FIREWALL-21,SRV-BACKUP-01,Fiber,1000.0,2.94,No,Yes
network_links,LNK-031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-031,SRV-DHCP-09,VPN-24,VPN Tunnel,10000.0,4.73,Yes,Yes
network_links,LNK-032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-032,CORE-13,WIRELESS-22,VPN Tunnel,100.0,9.51,Yes,No
network_links,LNK-033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-033,SRV-EMAIL-10,WIRELESS-01,VPN Tunnel,100.0,2.5,Yes,No
network_links,LNK-034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-034,SRV-ERP-03,CORE-07,Fiber,10000.0,8.37,No,No
network_links,LNK-035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-035,CORE-05,CORE-11,Fiber,1000.0,7.31,Yes,Yes
network_links,LNK-036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-036,CORE-05,FIREWALL-04,Fiber,1000.0,5.8,Yes,Yes
network_links,LNK-037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-037,SRV-DHCP-02,VPN-25,Ethernet,10000.0,4.34,No,Yes
network_links,LNK-038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-038,VPN-25,FIREWALL-08,VPN Tunnel,100.0,6.59,Yes,No
network_links,LNK-039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-039,CORE-03,CORE-06,Ethernet,10000.0,1.51,No,No
network_links,LNK-040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-040,CORE-06,WIRELESS-20,Ethernet,1000.0,4.25,Yes,Yes
network_links,LNK-041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-041,CORE-11,CORE-16,Fiber,10000.0,4.21,No,No
network_links,LNK-042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-042,CORE-10,FIREWALL-21,VPN Tunnel,10000.0,6.66,Yes,No
network_links,LNK-043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-043,CORE-10,FIREWALL-08,Fiber,100.0,5.94,No,No
network_links,LNK-044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-044,CORE-06,FIREWALL-21,Fiber,10000.0,7.54,No,Yes
network_links,LNK-045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-045,SRV-DHCP-02,SRV-DHCP-09,Fiber,100.0,2.25,No,Yes
network_links,LNK-046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-046,FIREWALL-08,CORE-13,VPN Tunnel,10000.0,8.6,No,No
network_links,LNK-047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-047,CORE-05,WIRELESS-20,VPN Tunnel,100.0,2.88,Yes,No
network_links,LNK-048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-048,SRV-FILESERVER-07,WIRELESS-22,Ethernet,100.0,6.88,Yes,Yes
network_links,LNK-049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-049,ACCESS-19,CORE-05,Fiber,1000.0,5.12,No,No
network_links,LNK-050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNK-050,WIRELESS-20,CORE-10,VPN Tunnel,10000.0,3.96,No,Yes
